id,text,persian,verse,surah,surahName,section,part,prostration,cut_off_letters,page
"1197","لِیَمِیزَ اللَّهُ الْخَبِیثَ مِنَ الطَّیِّبِ وَیَجْعَلَ الْخَبِیثَ بَعْضَهُ عَلَى بَعْضٍ فَیَرْکُمَهُ جَمِیعًا فَیَجْعَلَهُ فِی جَهَنَّمَ أُولَئِکَ هُمُ الْخَاسِرُون","تا‌ خداوند ناپاک‌ ‌را‌ ‌از‌ پاک‌ جدا سازد، و ناپاک‌ها ‌را‌ روی‌ ‌هم‌ گذارد و ‌هم‌ ‌را‌ انباشته‌ کند و یکجا ‌در‌ دوزخ‌ افکند اینانند ‌که‌ زیانکارانند","37","8","الأنفال","36","9","","","181"
"1198","قُل لِّلَّذِینَ کَفَرُوا إِن یَنتَهُوا یُغْفَرْ لَهُم مَّا قَدْ سَلَفَ وَإِن یَعُودُوا فَقَدْ مَضَتْ سُنَّتُ الْأَوَّلِین","به‌ کافران‌ بگو: ‌اگر‌ باز ایستند، گذشته ‌آنها‌ بخشوده‌ خواهد شد، و ‌اگر‌ بازگردند سنت‌ ‌خدا‌ ‌در‌ حق‌ گذشتگان‌ جاری‌ ‌شده‌ ‌است‌، [‌در‌ باره‌ی‌ ‌آنها‌ نیز جاری‌ می‌شود","38","8","الأنفال","36","9","","","181"
"1199","وَقَاتِلُوهُمْ حَتَّى لَا تَکُونَ فِتْنَةٌ وَیَکُونَ الدِّینُ کُلُّهُ لِلَّهِ فَإِنِ انتَهَوْا فَإِنَّ اللَّهَ بِمَا یَعْمَلُونَ بَصِیر","و ‌با‌ ‌آنها‌ بجنگید ‌تا‌ دیگر فتنه‌ای‌ نباشد و دین‌ یکسره‌ ‌از‌ ‌آن‌ ‌خدا‌ گردد ‌پس‌ ‌اگر‌ [‌از‌ کفر] باز ایستادند، بی‌تردید خداوند ‌به‌ آنچه‌ انجام‌ می‌دهند بیناست","39","8","الأنفال","36","9","","","181"
"1200","وَإِن تَوَلَّوْا فَاعْلَمُوا أَنَّ اللَّهَ مَوْلَاکُمْ نِعْمَ الْمَوْلَى وَنِعْمَ النَّصِیر","و ‌اگر‌ روی‌ گرداندند، بدانید ‌که‌ خداوند مولای‌ شماست‌ ‌که‌ نیکو مولا و نیکو یاوری‌ ‌است","40","8","الأنفال","36","9","","","181"
"1201","وَاعْلَمُوا أَنَّمَا غَنِمْتُم مِّن شَیْءٍ فَأَنَّ لِلَّهِ خُمُسَهُ وَلِلرَّسُولِ وَلِذِی الْقُرْبَى وَالْیَتَامَى وَالْمَسَاکِینِ وَابْنِ السَّبِیلِ إِن کُنتُمْ آمَنتُم بِاللَّهِ وَمَا أَنزَلْنَا عَلَى عَبْدِنَا یَوْمَ الْفُرْقَانِ یَوْمَ الْتَقَى الْجَمْعَانِ وَاللَّهُ عَلَى کُلِّ شَیْءٍ قَدِیر","و بدانید ‌هر‌ گونه‌ غنیمتی‌ ‌به‌ دست‌ آوردید، یک‌ پنجم‌ ‌آن‌ ‌برای‌ ‌خدا‌ و پیامبر و ‌از‌ ‌آن‌ خویشاوندان‌ و یتیمان‌ و تنگدستان‌ و ‌در‌ راه‌ ماندگان‌ ‌است‌، ‌اگر‌ ‌به‌ ‌خدا‌ و ‌به‌ آنچه‌ ‌بر‌ بنده‌ی‌ ‌خود‌ ‌در‌ روز جدایی‌ [حق‌ ‌از‌ باطل‌]، روزی‌ ‌که‌ ‌آن‌ دو گروه‌ ‌با‌ ‌هم‌ رو ‌در‌ رو شدند، نازل‌ کردیم‌ ایمان‌ آورده‌اید و خداوند ‌بر‌ ‌هر‌ چیزی‌ تواناست","41","8","الأنفال","37","10","","","182"
"1202","إِذْ أَنتُم بِالْعُدْوَةِ الدُّنْیَا وَهُم بِالْعُدْوَةِ الْقُصْوَى وَالرَّکْبُ أَسْفَلَ مِنکُمْ وَلَوْ تَوَاعَدتُّمْ لَاخْتَلَفْتُمْ فِی الْمِیعَادِ وَلَکِن لِّیَقْضِیَ اللَّهُ أَمْرًا کَانَ مَفْعُولًا لِّیَهْلِکَ مَنْ هَلَکَ عَن بَیِّنَةٍ وَیَحْیَى مَنْ حَیَّ عَن بَیِّنَةٍ وَإِنَّ اللَّهَ لَسَمِیعٌ عَلِیم","آن‌گاه‌ ‌که‌ ‌شما‌ نزدیک‌تر [‌به‌ مدینه‌] بودید و ‌آنها‌ دورتر، و کاروان‌ [تجاری‌] پایین‌تر ‌از‌ ‌شما‌ ‌بود‌، و ‌اگر‌ ‌شما‌ ‌با‌ یکدیگر وعده‌ی‌ [جنگ‌] گذاشته‌ بودید، قطعا ‌در‌ باره‌ی‌ قرار جنگ‌ [‌به‌ خاطر کثرت‌ دشمن‌] اختلاف‌ می‌کردید، ولی‌ [چنین‌ شد] ‌تا‌ ‌خدا‌ کاری‌ ‌را‌ ‌که‌ می‌بایست‌ انجام‌ گیرد تحقق‌ بخشد، ‌تا‌ ‌هر‌ ‌که‌ گمراه‌ می‌شود ‌از‌ روی‌ حجت‌ گمراه‌ شود، و ‌هر‌ ‌که‌ هدایت‌ می‌شود ‌از‌ روی‌ حجت‌ هدایت‌ شود همانا خداوند شنوای‌ داناست","42","8","الأنفال","37","10","","","182"
"1203","إِذْ یُرِیکَهُمُ اللَّهُ فِی مَنَامِکَ قَلِیلًا وَلَوْ أَرَاکَهُمْ کَثِیرًا لَّفَشِلْتُمْ وَلَتَنَازَعْتُمْ فِی الْأَمْرِ وَلَکِنَّ اللَّهَ سَلَّمَ إِنَّهُ عَلِیمٌ بِذَاتِ الصُّدُور","یاد کن‌] آن‌گاه‌ ‌که‌ خداوند تعداد آنان‌ ‌را‌ ‌در‌ خوابت‌ ‌به‌ تو اندک‌ نشان‌ می‌داد و ‌اگر‌ شمارشان‌ ‌را‌ بسیار نشان‌ می‌داد مسلما سست‌ می‌شدید و حتما ‌در‌ کار [جنگ‌] منازعه‌ می‌کردید، ولی‌ ‌خدا‌ [‌شما‌ ‌را‌] ‌به‌ سلامت‌ داشت‌، چرا ‌که‌ ‌او‌ ‌به‌ راز دل‌ها آگاه‌ ‌است","43","8","الأنفال","37","10","","","182"
"1204","وَإِذْ یُرِیکُمُوهُمْ إِذِ الْتَقَیْتُمْ فِی أَعْیُنِکُمْ قَلِیلًا وَیُقَلِّلُکُمْ فِی أَعْیُنِهِمْ لِیَقْضِیَ اللَّهُ أَمْرًا کَانَ مَفْعُولًا وَإِلَى اللَّهِ تُرْجَعُ الْأُمُور","و آن‌گاه‌ ‌در‌ هنگامی‌ ‌که‌ ‌با‌ ‌هم‌ رو ‌به‌ رو شدید، ‌آنها‌ ‌را‌ ‌در‌ چشم‌ ‌شما‌ کم‌ نشان‌ داد و ‌شما‌ ‌را‌ [نیز] ‌در‌ چشم‌ ‌آنها‌ کم‌ می‌نمود، [‌که‌ جنگ‌ اتفاق‌ افتد] ‌تا‌ خداوند کاری‌ ‌را‌ ‌که‌ باید انجام‌ گیرد تحقق‌ بخشد [و دشمن‌ شکست‌ بخورد] و کارها ‌به‌ خداوند باز می‌گردد","44","8","الأنفال","37","10","","","182"
"1205","یَا أَیُّهَا الَّذِینَ آمَنُوا إِذَا لَقِیتُمْ فِئَةً فَاثْبُتُوا وَاذْکُرُوا اللَّهَ کَثِیرًا لَّعَلَّکُمْ تُفْلِحُون","ای‌ کسانی‌ ‌که‌ ایمان‌ آورده‌اید! چون‌ ‌با‌ گروهی‌ [‌از‌ دشمن‌] رویارو شدید پایداری‌ کنید و ‌خدا‌ ‌را‌ بسیار یاد کنید، ‌باشد‌ ‌که‌ رستگار شوید","45","8","الأنفال","37","10","","","182"
"1206","وَأَطِیعُوا اللَّهَ وَرَسُولَهُ وَلَا تَنَازَعُوا فَتَفْشَلُوا وَتَذْهَبَ رِیحُکُمْ وَاصْبِرُوا إِنَّ اللَّهَ مَعَ الصَّابِرِین","از‌ ‌خدا‌ و رسولش‌ اطاعت‌ کنید و ‌با‌ ‌هم‌ نزاع‌ نکنید ‌که‌ سست‌ شوید و هیبت‌ ‌شما‌ ‌از‌ ‌بین‌ برود، و صبر پیشه‌ کنید ‌که‌ ‌خدا‌ ‌با‌ صابران‌ ‌است","46","8","الأنفال","37","10","","","183"
"1207","وَلَا تَکُونُوا کَالَّذِینَ خَرَجُوا مِن دِیَارِهِم بَطَرًا وَرِئَاءَ النَّاسِ وَیَصُدُّونَ عَن سَبِیلِ اللَّهِ وَاللَّهُ بِمَا یَعْمَلُونَ مُحِیط","و مانند کسانی‌ نباشید (کفار قریش‌) ‌که‌ ‌با‌ سرکشی‌ و خودنمایی‌ ‌به‌ مردم‌ ‌از‌ خانه‌هایشان‌ [‌به‌ سوی‌ بدر] خارج‌ شدند و [مردم‌ ‌را‌] ‌از‌ راه‌ ‌خدا‌ باز می‌داشتند، و ‌خدا‌ ‌به‌ آنچه‌ می‌کنند احاطه‌ دارد","47","8","الأنفال","37","10","","","183"
"1208","وَإِذْ زَیَّنَ لَهُمُ الشَّیْطَانُ أَعْمَالَهُمْ وَقَالَ لَا غَالِبَ لَکُمُ الْیَوْمَ مِنَ النَّاسِ وَإِنِّی جَارٌ لَّکُمْ فَلَمَّا تَرَاءَتِ الْفِئَتَانِ نَکَصَ عَلَى عَقِبَیْهِ وَقَالَ إِنِّی بَرِیءٌ مِّنکُمْ إِنِّی أَرَى مَا لَا تَرَوْنَ إِنِّی أَخَافُ اللَّهَ وَاللَّهُ شَدِیدُ الْعِقَاب","و [یاد کن‌] هنگامی‌ ‌را‌ ‌که‌ شیطان‌ اعمال‌ ‌آنها‌ ‌را‌ برایشان‌ بیار ‌است‌ و ‌گفت‌: امروز کسی‌ ‌از‌ ‌این‌ مردم‌ ‌بر‌ ‌شما‌ پیروز نخواهد شد، و ‌من‌ یار و پناه‌ شمایم‌ ‌پس‌ همین‌ ‌که‌ دو گروه‌، رویارو شدند [شیطان‌] ‌به‌ عقب‌ برگشت‌ و ‌گفت‌: ‌من‌ ‌از‌ ‌شما‌ بیزارم‌، ‌من‌ [‌از‌ حضور فرشتگان‌] چیزی‌ ‌را‌ می‌بینم‌ ‌که‌ ‌شما‌ نمی‌بینید ‌من‌ ‌از‌ ‌خدا‌ بیمناکم‌ و ‌خدا‌ سخت‌ کیفر ‌است","48","8","الأنفال","37","10","","","183"
"1209","إِذْ یَقُولُ الْمُنَافِقُونَ وَالَّذِینَ فِی قُلُوبِهِم مَّرَضٌ غَرَّ هَؤُلَاءِ دِینُهُمْ وَمَن یَتَوَکَّلْ عَلَى اللَّهِ فَإِنَّ اللَّهَ عَزِیزٌ حَکِیم","آن‌گاه‌ ‌که‌ منافقان‌ و کسانی‌ ‌که‌ ‌در‌ دل‌هایشان‌ بیماری‌ ‌است‌ می‌گفتند: ‌این‌ [مسلمان‌] ها ‌را‌ دینشان‌ مغرور کرده‌ ‌است‌ و ‌هر‌ ‌که‌ ‌بر‌ ‌خدا‌ توکل‌ کند، ‌به‌ یقین‌ خداوند شکست‌ناپذیر حکیم‌ ‌است","49","8","الأنفال","37","10","","","183"
"1210","وَلَوْ تَرَى إِذْ یَتَوَفَّى الَّذِینَ کَفَرُوا الْمَلَائِکَةُ یَضْرِبُونَ وُجُوهَهُمْ وَأَدْبَارَهُمْ وَذُوقُوا عَذَابَ الْحَرِیق","کاش‌ می‌دیدی‌ ‌آن‌ دم‌ ‌که‌ فرشتگان‌ جان‌ کافران‌ ‌را‌ می‌ستانند، [چگونه‌] ‌بر‌ صورت‌ها و پشت‌هایشان‌ می‌زنند و [می‌گویند]: بچشید عذاب‌ سوزان‌ ‌را","50","8","الأنفال","37","10","","","183"
"1211","ذَلِکَ بِمَا قَدَّمَتْ أَیْدِیکُمْ وَأَنَّ اللَّهَ لَیْسَ بِظَلَّامٍ لِّلْعَبِید","این‌ ‌به‌ سزای‌ اعمالی‌ ‌است‌ ‌که‌ ‌با‌ دستان‌ خویش‌ پیش‌ فرستاده‌اید و ‌خدا‌ هرگز ‌بر‌ بندگان‌ ستمگر نیست","51","8","الأنفال","37","10","","","183"
"1212","کَدَأْبِ آلِ فِرْعَوْنَ وَالَّذِینَ مِن قَبْلِهِمْ کَفَرُوا بِآیَاتِ اللَّهِ فَأَخَذَهُمُ اللَّهُ بِذُنُوبِهِمْ إِنَّ اللَّهَ قَوِیٌّ شَدِیدُ الْعِقَاب","مانند رسم‌ فرعونیان‌ و کسانی‌ [رفتار می‌کنند] ‌که‌ پیش‌ ‌از‌ ‌ایشان‌ بودند و ‌به‌ آیات‌ ‌خدا‌ کافر شدند ‌پس‌ ‌خدا‌ ‌به‌ خاطر گناهانشان‌ ‌آنها‌ ‌را‌ گرفتار ساخت‌ بی‌گمان‌ ‌خدا‌ نیرومند سخت‌ کیفر ‌است","52","8","الأنفال","37","10","","","183"
"1213","ذَلِکَ بِأَنَّ اللَّهَ لَمْ یَکُ مُغَیِّرًا نِّعْمَةً أَنْعَمَهَا عَلَى قَوْمٍ حَتَّى یُغَیِّرُوا مَا بِأَنفُسِهِمْ وَأَنَّ اللَّهَ سَمِیعٌ عَلِیم","این‌ بدان‌ سبب‌ ‌است‌ ‌که‌ خداوند هیچ‌گاه‌ نعمتی‌ ‌را‌ ‌که‌ ‌بر‌ قومی‌ ارزانی‌ داشته‌ تغییر نمی‌دهد، مگر ‌این‌ ‌که‌ آنچه‌ ‌را‌ ‌در‌ ‌خود‌ دارند تغییر دهند، و خداوند شنوای‌ داناست","53","8","الأنفال","37","10","","","184"
"1214","کَدَأْبِ آلِ فِرْعَوْنَ وَالَّذِینَ مِن قَبْلِهِمْ کَذَّبُوا بِآیَاتِ رَبِّهِمْ فَأَهْلَکْنَاهُم بِذُنُوبِهِمْ وَأَغْرَقْنَا آلَ فِرْعَوْنَ وَکُلٌّ کَانُوا ظَالِمِین","مانند رسم‌ فرعونیان‌ و کسانی‌ [رفتار می‌کنند] ‌که‌ پیش‌ ‌از‌ ‌ایشان‌ بودند، ‌که‌ آیات‌ پروردگار خویش‌ ‌را‌ منکر شدند و ‌ما ‌هم‌ ‌به‌ کیفر گناهانشان‌ ‌آنها‌ ‌را‌ هلاک‌ نمودیم‌ و فرعونیان‌ ‌را‌ غرق‌ ساختیم‌ و همه آنان‌ ستمکار بودند","54","8","الأنفال","37","10","","","184"
"1215","إِنَّ شَرَّ الدَّوَابِّ عِندَ اللَّهِ الَّذِینَ کَفَرُوا فَهُمْ لَا یُؤْمِنُون","بی‌تردید، بدترین‌ جنبندگان‌ نزد ‌خدا‌ کسانی‌ هستند ‌که‌ کافر شدند ‌پس‌ ‌آنها‌ ایمان‌ نمی‌آورند","55","8","الأنفال","37","10","","","184"
"1216","الَّذِینَ عَاهَدتَّ مِنْهُمْ ثُمَّ یَنقُضُونَ عَهْدَهُمْ فِی کُلِّ مَرَّةٍ وَهُمْ لَا یَتَّقُون","همان‌ کسانی‌ ‌که‌ ‌از‌ ‌ایشان‌ پیمان‌ گرفتی‌، ولی‌ ‌هر‌ بار پیمان‌ ‌خود‌ ‌را‌ می‌شکنند و هیچ‌ پروا نمی‌کنند","56","8","الأنفال","37","10","","","184"
"1217","فَإِمَّا تَثْقَفَنَّهُمْ فِی الْحَرْبِ فَشَرِّدْ بِهِم مَّنْ خَلْفَهُمْ لَعَلَّهُمْ یَذَّکَّرُون","پس‌ ‌اگر‌ ‌در‌ جنگ‌ ‌بر‌ آنان‌ دست‌ یافتی‌ ‌با‌ [تاختن‌ ‌بر‌] آنان‌ کسانی‌ ‌را‌ ‌که‌ پشت‌ سر آنهایند متفرق‌ ساز، ‌باشد‌ ‌که‌ عبرت‌ گیرند","57","8","الأنفال","37","10","","","184"
"1218","وَإِمَّا تَخَافَنَّ مِن قَوْمٍ خِیَانَةً فَانبِذْ إِلَیْهِمْ عَلَى سَوَاءٍ إِنَّ اللَّهَ لَا یُحِبُّ الْخَائِنِین","و هرگاه‌ ‌از‌ قومی‌ بیم‌ خیانت‌ [‌در‌ پیمان‌] داشتی‌، تو ‌هم‌ مثل‌ خودشان‌ پیمانشان‌ ‌را‌ لغو کن‌، چرا ‌که‌ خداوند خائنان‌ ‌را‌ دوست‌ نمی‌دارد","58","8","الأنفال","37","10","","","184"
"1219","وَلَا یَحْسَبَنَّ الَّذِینَ کَفَرُوا سَبَقُوا إِنَّهُمْ لَا یُعْجِزُون","و کافران‌ گمان‌ نکنند ‌که‌ جلو افتاده‌اند آنان‌ هیچ‌ وقت‌ نمی‌توانند [‌خدا‌ ‌را‌] عاجز کنند","59","8","الأنفال","37","10","","","184"
"1220","وَأَعِدُّوا لَهُم مَّا اسْتَطَعْتُم مِّن قُوَّةٍ وَمِن رِّبَاطِ الْخَیْلِ تُرْهِبُونَ بِهِ عَدُوَّ اللَّهِ وَعَدُوَّکُمْ وَآخَرِینَ مِن دُونِهِمْ لَا تَعْلَمُونَهُمُ اللَّهُ یَعْلَمُهُمْ وَمَا تُنفِقُوا مِن شَیْءٍ فِی سَبِیلِ اللَّهِ یُوَفَّ إِلَیْکُمْ وَأَنتُمْ لَا تُظْلَمُون","و ‌تا‌ می‌توانید ‌در‌ برابر ‌آنها‌ نیرو و اسب‌های‌ آماده‌ و زین‌ کرده‌، بسیج‌ کنید ‌تا‌ ‌با‌ ‌آن‌، دشمن‌ ‌خدا‌ و دشمن‌ خودتان‌ و دیگر دشمنان‌ ‌را‌ ‌که‌ ‌آنها‌ ‌را‌ نمی‌شناسید و ‌خدا‌ می‌شناسد، بترسانید و ‌هر‌ چه‌ ‌در‌ راه‌ ‌خدا‌ انفاق‌ کنید ‌به‌ تمامی‌ ‌به‌ ‌شما‌ بازگردانده‌ می‌شود و ‌بر‌ ‌شما‌ ستم‌ نمی‌رود","60","8","الأنفال","37","10","","","184"
